21	0.18028819106847588 0.3116822563743985 0.28967084899243833 0.327299598450436 0.327299598450436 0.23642475745840322 0.327299598450436 0.327299598450436 
22	0.4657480077765282 0.3994246729978553 0.3750700003848156 0.12751737816232667 0.3750700003848156 0.41557634183253134 
23	0.21015533996302507 0.0850115854415511 0.2574851991043896 0.161340596204107 0.3104986718510188 0.2909329764003875 0.2909329764003875 0.2165988896272125 0.24360311725902295 
24	0.4363994646005813 0.41557634183253134 0.3248983344408187 0.14084967333570944 0.41557634183253134 0.4657480077765282 
25	0.5626050005772234 0.599137009496783 0.654599196900872 0.5040841990688814 
26	0.3116822563743985 0.2520420995344407 0.21913692018761805 0.22166234344865396 0.2520420995344407 0.27405350691640085 0.2676594416104782 0.27405350691640085 
27	0.17732987475892317 0.27944880466591693 0.2618396787603488 0.2618396787603488 0.2618396787603488 0.2317366791939507 0.2618396787603488 0.16901960800285135 0.23965480379871318 
28	0.5236793575206976 0.47930960759742636 0.4282551065767652 0.47930960759742636 0.45008400046177877 
29	0.3199044638779115 0.41557634183253134 0.41557634183253134 0.3750700003848156 0.4363994646005813 0.4657480077765282 
30	0.45008400046177877 0.15302085379479202 0.4986916101990376 0.45008400046177877 0.5236793575206976 
31	0.28967084899243833 0.22709555517129024 0.34931100583239616 0.34931100583239616 0.3116822563743985 0.10563725500178209 0.28967084899243833 0.2619397552903938 
32	0.4634733583879014 0.2025465344013401 0.41910360846463013 0.5236793575206976 0.4986916101990376 
33	0.34931100583239616 0.327299598450436 0.095638033621745 0.13586473382015415 0.327299598450436 0.3116822563743985 0.327299598450436 0.22431100583239616 
34	0.19938756073990768 0.2379195036537584 0.27705089455502085 0.2909329764003875 0.21015533996302507 0.2909329764003875 0.21326964258527434 0.2909329764003875 0.2662831153319035 
35	0.33605613271258755 0.4363994646005813 0.1811529784268722 0.4363994646005813 0.19266646495075537 0.4363994646005813 
36	0.35620829299931256 0.27420382618106703 0.32148857175841333 0.25332839251274736 0.14891994269139014 0.33105239884850096 0.3423640054267331 
37	0.4657480077765282 0.4363994646005813 0.4363994646005813 0.12751737816232667 0.24201089430616052 0.2545527197093593 
38	0.20076028032780527 0.2880481137536465 0.3740566839433554 0.33105239884850096 0.2784842866635589 0.3740566839433554 0.399212578094167 
39	0.3116822563743985 0.21913692018761805 0.22431100583239616 0.327299598450436 0.1815081707296204 0.3116822563743985 0.10563725500178209 0.34931100583239616 
40	0.3266240088848389 0.5236793575206976 0.5236793575206976 0.5588976093318339 0.5588976093318339 
41	0.41557634183253134 0.3568792554806376 0.1811529784268722 0.4657480077765282 0.2800907823920554 0.33026244833605223 
42	0.34931100583239616 0.2619397552903938 0.34931100583239616 0.2300306921524806 0.13586473382015415 0.13030494985496638 0.327299598450436 0.14449984871306654 
43	0.23422032704910614 0.41557634183253134 0.3248983344408187 0.4657480077765282 0.3994246729978553 0.4657480077765282 
44	0.2186012197068457 0.20743790940528042 0.221635713996125 0.3740566839433554 0.2784842866635589 0.2181880454651651 
45	0.4657480077765282 0.4657480077765282 0.4657480077765282 0.3027940735617203 0.2921825602501574 0.2800907823920554 
46	0.39631493800326273 0.37301382418897533 0.41082507143298513 0.16901960800285135 0.39631493800326273 
47	0.5588976093318339 0.4634733583879014 0.47930960759742636 0.5236793575206976 0.45008400046177877 
48	0.399212578094167 0.2784842866635589 0.399212578094167 0.32148857175841333 0.399212578094167 0.2934464795949894 0.12072829143060809 
49	0.20340946315524178 0.4363994646005813 0.12751737816232667 0.4363994646005813 0.3994246729978553 0.3750700003848156 
50	0.4634733583879014 0.4384856110662414 0.4384856110662414 0.20848791976794623 0.5588976093318339 
51	0.2813025002886117 0.28967084899243833 0.21913692018761805 0.2995685047483915 0.3116822563743985 0.18275619834294551 0.327299598450436 0.10563725500178209 
52	0.3423640054267331 0.35620829299931256 0.3740566839433554 0.10930060985342285 0.35620829299931256 0.16514268424350462 0.26643844584926807 
53	0.22504200023088938 0.27944880466591693 0.41910360846463013 0.27944880466591693 0.2317366791939507 0.10869178705612333 0.10424395988397311 0.11559987897045323 0.2192428055331207 
54	0.2921825602501574 0.3248983344408187 0.26735939141481296 0.3862277986565844 0.4363994646005813 0.3654046758885344 
55	0.32148857175841333 0.2880481137536465 0.10930060985342285 0.221635713996125 0.399212578094167 0.1552739815087476 0.399212578094167 
56	0.5588976093318339 0.4986916101990376 0.5588976093318339 0.4384856110662414 0.4282551065767652 
57	0.4657480077765282 0.1687887786677834 0.3862277986565844 0.4657480077765282 0.3568792554806376 0.3750700003848156 
58	0.3423640054267331 0.35620829299931256 0.3740566839433554 0.10930060985342285 0.35620829299931256 0.16514268424350462 0.26643844584926807 
59	0.39631493800326273 0.37301382418897533 0.41082507143298513 0.16901960800285135 0.39631493800326273 
60	0.35620829299931256 0.10930060985342285 0.31320400790445807 0.31320400790445807 0.399212578094167 0.3740566839433554 0.2181880454651651 
61	0.25332839251274736 0.2784842866635589 0.26643844584926807 0.3423640054267331 0.399212578094167 0.31320400790445807 0.3423640054267331 
62	0.18028819106847588 0.2995685047483915 0.095638033621745 0.1815081707296204 0.2300306921524806 0.3116822563743985 0.327299598450436 0.2676594416104782 
63	0.4657480077765282 0.3994246729978553 0.12751737816232667 0.4363994646005813 0.3568792554806376 0.19266646495075537 
64	0.27705089455502085 0.27705089455502085 0.2379195036537584 0.3104986718510188 0.2909329764003875 0.24360311725902295 0.27705089455502085 0.2574851991043896 0.24360311725902295 
65	0.2990813411098615 0.41557634183253134 0.3994246729978553 0.4363994646005813 0.41557634183253134 0.3248983344408187 
66	0.327299598450436 0.2619397552903938 0.2619397552903938 0.095638033621745 0.1987960080004056 0.2995685047483915 0.2619397552903938 0.3116822563743985 
67	0.5588976093318339 0.5236793575206976 0.4384856110662414 0.4986916101990376 0.5588976093318339 
68	0.4657480077765282 0.41557634183253134 0.2955497912648719 0.3654046758885344 0.3568792554806376 0.41557634183253134 
69	0.399212578094167 0.3740566839433554 0.23330286348917062 0.29935972033187863 0.3423640054267331 0.1297139030695268 0.29935972033187863 
70	0.3199044638779115 0.1687887786677834 0.41557634183253134 0.41557634183253134 0.4363994646005813 0.3152330099445376 
71	0.24367375083061407 0.34931100583239616 0.12659158400083756 0.1987960080004056 0.2995685047483915 0.2995685047483915 0.34931100583239616 0.34931100583239616 
72	0.34931100583239616 0.12659158400083756 0.2813025002886117 0.3116822563743985 0.22166234344865396 0.327299598450436 0.34931100583239616 0.28967084899243833 
73	0.27705089455502085 0.11252585244518894 0.27705089455502085 0.24360311725902295 0.10088859127629862 0.24360311725902295 0.2379195036537584 0.2662831153319035 0.2909329764003875 
74	0.18028819106847588 0.2041400055530243 0.3116822563743985 0.2813025002886117 0.34931100583239616 0.327299598450436 0.2995685047483915 0.34931100583239616 
75	0.399212578094167 0.32148857175841333 0.399212578094167 0.1552739815087476 0.33105239884850096 0.3423640054267331 0.16514268424350462 
76	0.327299598450436 0.2995685047483915 0.2813025002886117 0.095638033621745 0.2813025002886117 0.3116822563743985 0.3116822563743985 0.3116822563743985 
77	0.654599196900872 0.4953936725040784 0.6986220116647923 0.623364512748797 
78	0.17435096841877865 0.3740566839433554 0.2595377773386174 0.10930060985342285 0.3740566839433554 0.27420382618106703 0.208864226677652 
79	0.5588976093318339 0.45008400046177877 0.5588976093318339 0.16901960800285135 0.4634733583879014 
80	0.34235422619415423 0.4657480077765282 0.1811529784268722 0.3994246729978553 0.3067075895366408 0.33026244833605223 
81	0.5588976093318339 0.45008400046177877 0.38987800132898254 0.4986916101990376 0.2884611057095614 
82	0.5236793575206976 0.36804910744396896 0.5588976093318339 0.5236793575206976 0.4986916101990376 
83	0.19938756073990768 0.2662831153319035 0.2662831153319035 0.27705089455502085 0.0850115854415511 0.3104986718510188 0.27705089455502085 0.24360311725902295 0.0938997822238063 
84	0.45008400046177877 0.5588976093318339 0.45008400046177877 0.5588976093318339 0.4282551065767652 
85	0.399212578094167 0.32148857175841333 0.3740566839433554 0.28308209857375904 0.399212578094167 0.1297139030695268 0.399212578094167 
86	0.16955173826771605 0.2045836365735358 0.2540443678781063 0.1772172733313557 0.18330334511595686 0.2380360716003171 0.09881071550556667 0.2380360716003171 0.13779404051875824 0.1946614120803478 0.1388469380232869 
87	0.15302085379479202 0.5588976093318339 0.4384856110662414 0.4282551065767652 0.4986916101990376 
88	0.3588976093318339 0.47930960759742636 0.4986916101990376 0.5588976093318339 0.38987800132898254 
89	0.5353188832209564 0.654599196900872 0.6986220116647923 0.6986220116647923 
90	0.2884611057095614 0.5588976093318339 0.5588976093318339 1.0473587150413952 
91	0.399212578094167 0.35620829299931256 0.10930060985342285 0.399212578094167 0.28308209857375904 0.12072829143060809 0.31320400790445807 
92	0.2025465344013401 0.45008400046177877 0.4986916101990376 0.5236793575206976 0.39631493800326273 
93	0.41557634183253134 0.1687887786677834 0.4363994646005813 0.3994246729978553 0.4657480077765282 0.3750700003848156 
94	0.4363994646005813 0.4363994646005813 0.1687887786677834 0.3654046758885344 0.3862277986565844 0.3568792554806376 
95	0.5236793575206976 0.5588976093318339 0.20848791976794623 0.4986916101990376 0.4986916101990376 
96	0.25332839251274736 0.399212578094167 0.35620829299931256 0.399212578094167 0.1552739815087476 0.30589650469768936 0.35620829299931256 
97	0.327299598450436 0.2619397552903938 0.2619397552903938 0.095638033621745 0.1987960080004056 0.2995685047483915 0.2619397552903938 0.3116822563743985 
98	0.5588976093318339 0.4986916101990376 0.4634733583879014 0.4032673592551051 0.30546326365123116 
99	0.4282551065767652 0.4384856110662414 0.47930960759742636 0.4986916101990376 0.5236793575206976 
100	0.7988493459957106 0.7501400007696312 0.8311526836650627 
101	0.5626050005772234 0.19127606724349 0.5626050005772234 0.623364512748797 
102	0.4657480077765282 0.4657480077765282 0.3994246729978553 0.4657480077765282 0.4657480077765282 0.41557634183253134 
103	0.4657480077765282 0.4657480077765282 0.3568792554806376 0.24038425475796782 0.4657480077765282 0.19266646495075537 
104	0.2595377773386174 0.27420382618106703 0.32148857175841333 0.3740566839433554 0.25332839251274736 0.14891994269139014 0.33105239884850096 
105	0.3116822563743985 0.2520420995344407 0.21913692018761805 0.22166234344865396 0.2520420995344407 0.27405350691640085 0.2676594416104782 0.27405350691640085 
106	0.20801928477052042 0.28967084899243833 0.2300306921524806 0.2520420995344407 0.327299598450436 0.327299598450436 0.2567656696456157 0.11349966518583596 
107	0.33605613271258755 0.4363994646005813 0.1811529784268722 0.4363994646005813 0.19266646495075537 0.4363994646005813 
108	1.3972440233295846 1.3972440233295846 
109	0.4634733583879014 0.5588976093318339 0.2025465344013401 0.4986916101990376 0.47930960759742636 
110	0.3994246729978553 0.1811529784268722 0.4363994646005813 0.4657480077765282 0.3862277986565844 0.3750700003848156 
111	0.4363994646005813 0.3994246729978553 0.4363994646005813 0.4363994646005813 0.14084967333570944 0.3994246729978553 
112	0.6986220116647923 0.6986220116647923 0.6986220116647923 0.4433246868973079 
113	0.32148857175841333 0.399212578094167 0.2504421945001349 0.3423640054267331 0.399212578094167 0.12072829143060809 0.31320400790445807 
114	0.5236793575206976 0.2904130731673926 0.20848791976794623 0.5236793575206976 0.41082507143298513 
115	0.2662831153319035 0.3104986718510188 0.27705089455502085 0.3104986718510188 0.2909329764003875 0.3104986718510188 0.3104986718510188 0.12844430996717024 0.2072299023272085 
116	0.48076850951593564 0.9314960155530564 0.9314960155530564 
117	0.654599196900872 0.2531831680016751 0.654599196900872 0.5040841990688814 
118	0.2995685047483915 0.3116822563743985 0.2995685047483915 0.28967084899243833 0.28967084899243833 0.2676594416104782 0.34931100583239616 0.34931100583239616 
119	0.18028819106847588 0.3116822563743985 0.28967084899243833 0.327299598450436 0.327299598450436 0.23642475745840322 0.327299598450436 0.327299598450436 
120	0.19938756073990768 0.2379195036537584 0.27705089455502085 0.2909329764003875 0.21015533996302507 0.2909329764003875 0.21326964258527434 0.2909329764003875 0.2662831153319035 
121	0.2990813411098615 0.3862277986565844 0.3654046758885344 0.3750700003848156 0.3750700003848156 0.4657480077765282 
122	0.23422032704910614 0.3994246729978553 0.41557634183253134 0.3750700003848156 0.3994246729978553 0.3654046758885344 
123	0.654599196900872 0.6986220116647923 0.654599196900872 0.6986220116647923 
124	0.4657480077765282 0.4363994646005813 0.41557634183253134 0.3067075895366408 0.4657480077765282 0.3654046758885344 
125	0.33105239884850096 0.3740566839433554 0.206043646935401 0.3423640054267331 0.3423640054267331 0.31320400790445807 0.2934464795949894 
126	0.4363994646005813 0.4657480077765282 0.3492530070538584 0.12751737816232667 0.4657480077765282 0.26506134400054077 
127	0.5236793575206976 0.47930960759742636 0.5588976093318339 0.5236793575206976 0.16901960800285135 
128	0.2662831153319035 0.3104986718510188 0.27705089455502085 0.12076865228458146 0.27705089455502085 0.2662831153319035 0.2379195036537584 0.12844430996717024 0.19938756073990768 
129	0.399212578094167 0.3740566839433554 0.26643844584926807 0.1446760960009572 0.3740566839433554 0.28308209857375904 0.35620829299931256 
130	0.3740566839433554 0.32148857175841333 0.3423640054267331 0.31320400790445807 0.12072829143060809 0.35620829299931256 0.399212578094167 
131	0.2540443678781063 0.2540443678781063 0.2380360716003171 0.16955173826771605 0.2540443678781063 0.2540443678781063 0.2266780046359262 0.16509042208848868 0.1772172733313557 0.2266780046359262 
132	0.6986220116647923 0.5626050005772234 0.5481070138328017 0.6986220116647923 
133	0.13560630877016117 0.27705089455502085 0.2909329764003875 0.2574851991043896 0.1602561698386452 0.25004666692321037 0.22017496555736815 0.27705089455502085 0.16244995408261823 
134	0.3423640054267331 0.24504382865879207 0.24768431518650824 0.1297139030695268 0.399212578094167 0.2181880454651651 0.3740566839433554 
135	0.2784842866635589 0.32148857175841333 0.10930060985342285 0.33105239884850096 0.2504421945001349 0.3423640054267331 0.33105239884850096 
136	0.1815081707296204 0.34931100583239616 0.11349966518583596 0.18946680571329258 0.2813025002886117 0.3116822563743985 0.34931100583239616 0.19091453978201947 
137	0.327299598450436 0.327299598450436 0.3116822563743985 0.34931100583239616 0.34931100583239616 0.327299598450436 0.2520420995344407 0.13030494985496638 
138	0.3104986718510188 0.3104986718510188 0.17670756266702717 0.16841493841181562 0.2909329764003875 0.3104986718510188 0.0938997822238063 0.3104986718510188 0.3104986718510188 
139	0.2520420995344407 0.20801928477052042 0.2813025002886117 0.19127606724349 0.19393124974660939 0.34931100583239616 0.3116822563743985 
140	0.23283533803590561 0.18490603090712926 0.2379195036537584 0.11582662209330344 0.10088859127629862 0.2909329764003875 0.12844430996717024 0.16970181313957286 0.24360311725902295 
141	0.1405321962294637 0.22504200023088938 0.1816764441370322 0.27944880466591693 0.20541253571649257 0.10869178705612333 0.16805446943523328 0.2493458050995188 0.2141275532883826 0.18650691209448766 
142	0.2493458050995188 0.17944880466591695 0.17944880466591695 0.2493458050995188 0.10127326720067005 0.27944880466591693 0.15903680640032447 0.23965480379871318 0.2618396787603488 0.22504200023088938 
143	0.2317366791939507 0.1442305528547807 0.23965480379871318 0.2493458050995188 0.23965480379871318 0.19493900066449127 0.2618396787603488 0.2493458050995188 0.20163367962755255 0.07651042689739601 
144	0.20340946315524178 0.24038425475796782 0.4657480077765282 0.41557634183253134 0.1811529784268722 0.3654046758885344 
145	0.206043646935401 0.33105239884850096 0.31320400790445807 0.3423640054267331 0.10930060985342285 0.33105239884850096 0.3740566839433554 
146	0.5588976093318339 0.5588976093318339 0.5588976093318339 0.5588976093318339 0.5588976093318339 
147	0.34931100583239616 0.22431100583239616 0.2476968362520392 0.22709555517129024 0.095638033621745 0.34931100583239616 0.2995685047483915 0.34931100583239616 
148	0.3104986718510188 0.25004666692321037 0.0850115854415511 0.2574851991043896 0.3104986718510188 0.2044717263577605 0.2662831153319035 0.2909329764003875 0.3104986718510188 
149	0.18330334511595686 0.2540443678781063 0.2540443678781063 0.09206660654606368 0.2266780046359262 0.1484654585840177 0.21066970835813698 0.2266780046359262 0.09476723625815738 0.08254521104424434 0.2266780046359262 
150	0.2813025002886117 0.3116822563743985 0.2167237757881947 0.2567656696456157 0.11349966518583596 0.23992834790843365 0.19091453978201947 0.2476968362520392 
151	0.327299598450436 0.2567656696456157 0.12659158400083756 0.27405350691640085 0.095638033621745 0.327299598450436 0.34931100583239616 0.34931100583239616 
152	0.2618396787603488 0.23965480379871318 0.2493458050995188 0.27944880466591693 0.27944880466591693 0.18913980596672259 0.07651042689739601 0.15903680640032447 0.10424395988397311 0.2317366791939507 
153	0.13560630877016117 0.27705089455502085 0.2909329764003875 0.2574851991043896 0.1602561698386452 0.25004666692321037 0.22017496555736815 0.27705089455502085 0.16244995408261823 
154	0.3116822563743985 0.2995685047483915 0.21913692018761805 0.3116822563743985 0.2813025002886117 0.2995685047483915 0.13586473382015415 0.10563725500178209 
155	0.2240374218083917 0.1602561698386452 0.2574851991043896 0.3104986718510188 0.2574851991043896 0.11582662209330344 0.3104986718510188 0.3104986718510188 0.16970181313957286 
156	0.2317366791939507 0.17530953615009445 0.23965480379871318 0.2493458050995188 0.10869178705612333 0.1604156348488878 0.22504200023088938 0.27944880466591693 0.2493458050995188 0.08450980400142567 
157	0.327299598450436 0.2995685047483915 0.3116822563743985 0.2995685047483915 0.1815081707296204 0.27405350691640085 0.2995685047483915 0.21006808679404157 
158	0.17435096841877865 0.32148857175841333 0.399212578094167 0.399212578094167 0.1552739815087476 0.399212578094167 0.22916519264126825 
159	0.2266780046359262 0.2266780046359262 0.21786800345337562 0.13200594234881483 0.2045836365735358 0.09881071550556667 0.18330334511595686 0.16509042208848868 0.07682709454675062 0.1388469380232869 
160	0.19703319417658127 0.18490603090712926 0.3104986718510188 0.0850115854415511 0.2909329764003875 0.11582662209330344 0.2909329764003875 0.25004666692321037 0.27705089455502085 
161	0.27019972280960364 0.399212578094167 0.1552739815087476 0.32148857175841333 0.32148857175841333 0.24007781347890464 0.25332839251274736 
162	0.16552619942425048 0.1996062890470835 0.12817771761851207 0.17118200271336656 0.05465030492671143 0.15294825234884468 0.1030218234677005 0.1996062890470835 0.14967986016593932 0.16552619942425048 0.08257134212175231 0.060364145715304046 0.1996062890470835 0.10909402273258255 
163	0.2540443678781063 0.21786800345337562 0.06955493354308727 0.15937230559099494 0.131118684413437 0.18673866883317505 0.2045836365735358 0.2045836365735358 0.13779404051875824 0.21786800345337562 0.07682709454675062 
164	0.2990813411098615 0.3067075895366408 0.2921825602501574 0.4657480077765282 0.4657480077765282 0.3568792554806376 
165	0.2240374218083917 0.3104986718510188 0.27705089455502085 0.3104986718510188 0.11252585244518894 0.2574851991043896 0.3104986718510188 0.21326964258527434 0.12076865228458146 
166	0.2995685047483915 0.2676594416104782 0.22709555517129024 0.24367375083061407 0.2300306921524806 0.2676594416104782 0.11349966518583596 0.21006808679404157 
167	0.2995685047483915 0.34931100583239616 0.2813025002886117 0.327299598450436 0.13030494985496638 0.327299598450436 0.10563725500178209 0.34931100583239616 
168	0.23422032704910614 0.3994246729978553 0.4657480077765282 0.4657480077765282 0.4657480077765282 0.4657480077765282 
169	0.206043646935401 0.32148857175841333 0.3740566839433554 0.35620829299931256 0.10930060985342285 0.399212578094167 0.399212578094167 
170	0.17310923094683797 0.17825898399534668 0.19180446546116833 0.21496061897378227 0.18434984907593321 0.05885417453645846 0.16471350252952507 0.21496061897378227 0.21496061897378227 0.06984594780666828 0.2014151375079606 0.1300150830791164 
171	0.2784842866635589 0.2784842866635589 0.10930060985342285 0.2880481137536465 0.33105239884850096 0.21653349224376295 0.35620829299931256 
172	0.6721122654251751 0.9314960155530564 0.9314960155530564 
173	0.30589650469768936 0.399212578094167 0.26643844584926807 0.399212578094167 0.33105239884850096 0.22719543771474923 0.32148857175841333 
174	0.3568792554806376 0.4363994646005813 0.4363994646005813 0.3994246729978553 0.33026244833605223 0.26506134400054077 
175	0.4657480077765282 0.4657480077765282 0.12751737816232667 0.4657480077765282 0.3248983344408187 0.41557634183253134 
176	0.327299598450436 0.2619397552903938 0.12659158400083756 0.3116822563743985 0.1815081707296204 0.18275619834294551 0.327299598450436 0.22166234344865396 
177	0.41557634183253134 0.3568792554806376 0.4657480077765282 0.1687887786677834 0.4657480077765282 0.3994246729978553 
178	0.399212578094167 0.3740566839433554 0.399212578094167 0.3740566839433554 0.14891994269139014 0.3740566839433554 0.1297139030695268 
179	0.29935972033187863 0.10930060985342285 0.3423640054267331 0.35620829299931256 0.399212578094167 0.399212578094167 0.2934464795949894 
180	0.25332839251274736 0.399212578094167 0.399212578094167 0.2784842866635589 0.31320400790445807 0.3740566839433554 0.3423640054267331 
181	0.3862277986565844 0.4363994646005813 0.4657480077765282 0.17373993313995517 0.34235422619415423 0.3248983344408187 
182	0.2955497912648719 0.34235422619415423 0.4363994646005813 0.3654046758885344 0.4363994646005813 0.33605613271258755 
183	0.2995685047483915 0.34931100583239616 0.34931100583239616 0.34931100583239616 0.34931100583239616 0.34931100583239616 0.24367375083061407 0.10563725500178209 
184	0.3116822563743985 0.34931100583239616 0.2676594416104782 0.34931100583239616 0.34931100583239616 0.13586473382015415 0.11349966518583596 0.34931100583239616 
185	0.399212578094167 0.399212578094167 0.3423640054267331 0.399212578094167 0.30589650469768936 0.31320400790445807 0.12072829143060809 
186	0.4657480077765282 0.41557634183253134 0.4657480077765282 0.4657480077765282 0.17373993313995517 0.2800907823920554 
187	0.599137009496783 0.623364512748797 0.5353188832209564 0.5626050005772234 
188	0.3994246729978553 0.26506134400054077 0.41557634183253134 0.34235422619415423 0.15133288691444793 0.4657480077765282 
189	0.5236793575206976 0.45008400046177877 0.5588976093318339 0.5236793575206976 0.4384856110662414 
190	0.38987800132898254 0.3506190723001889 0.5236793575206976 0.4986916101990376 0.5236793575206976 
191	0.3654046758885344 0.4657480077765282 0.3750700003848156 0.4657480077765282 0.34235422619415423 0.15133288691444793 
192	0.4634733583879014 0.4986916101990376 0.15302085379479202 0.5588976093318339 0.5236793575206976 
193	0.3994246729978553 0.3654046758885344 0.4657480077765282 0.3994246729978553 0.4363994646005813 0.14084967333570944 
194	0.6497966688816375 0.8311526836650627 0.8311526836650627 
195	0.3740566839433554 0.35620829299931256 0.35620829299931256 0.399212578094167 0.399212578094167 0.3740566839433554 0.32148857175841333 
196	0.4657480077765282 0.3994246729978553 0.17373993313995517 0.15133288691444793 0.4363994646005813 0.3248983344408187 
197	0.3248983344408187 0.12751737816232667 0.3862277986565844 0.3654046758885344 0.3750700003848156 0.41557634183253134 
198	0.599137009496783 0.5353188832209564 0.6986220116647923 0.6986220116647923 
199	0.15302085379479202 0.3506190723001889 0.4634733583879014 0.5588976093318339 0.3588976093318339 
200	0.4634733583879014 0.4634733583879014 0.5588976093318339 0.5236793575206976 0.4384856110662414 
201	0.35620829299931256 0.33105239884850096 0.29935972033187863 0.33105239884850096 0.12072829143060809 0.399212578094167 0.399212578094167 
202	0.35620829299931256 0.25332839251274736 0.3740566839433554 0.32148857175841333 0.35620829299931256 0.1297139030695268 0.2181880454651651 
203	0.15255709736643133 0.22431100583239616 0.34931100583239616 0.23642475745840322 0.327299598450436 0.327299598450436 0.2676594416104782 0.10563725500178209 
204	0.599137009496783 0.654599196900872 0.5793416979848767 0.623364512748797 
205	0.23422032704910614 0.41557634183253134 0.2921825602501574 0.2585749996621458 0.4657480077765282 0.3750700003848156 
206	0.2934464795949894 0.1446760960009572 0.35620829299931256 0.2504421945001349 0.32148857175841333 0.33105239884850096 0.399212578094167 
207	0.31320400790445807 0.2934464795949894 0.32148857175841333 0.30589650469768936 0.399212578094167 0.2934464795949894 0.2934464795949894 
208	0.4363994646005813 0.3248983344408187 0.33605613271258755 0.41557634183253134 0.14084967333570944 0.4363994646005813 
209	0.399212578094167 0.2784842866635589 0.3740566839433554 0.2504421945001349 0.3740566839433554 0.35620829299931256 0.3740566839433554 
210	0.34235422619415423 0.4657480077765282 0.3027940735617203 0.12751737816232667 0.3654046758885344 0.3568792554806376 
211	0.4363994646005813 0.41557634183253134 0.3994246729978553 0.4657480077765282 0.3654046758885344 0.31084485349081276 
212	0.2995685047483915 0.34931100583239616 0.1987960080004056 0.327299598450436 0.11349966518583596 0.18946680571329258 0.34931100583239616 0.21006808679404157 
213	0.327299598450436 0.327299598450436 0.2520420995344407 0.13030494985496638 0.11349966518583596 0.2520420995344407 0.28967084899243833 0.327299598450436 
214	0.4363994646005813 0.3750700003848156 0.4657480077765282 0.4363994646005813 0.14084967333570944 0.41557634183253134 
215	0.4657480077765282 0.4657480077765282 0.41557634183253134 0.4657480077765282 0.4363994646005813 0.3248983344408187 
216	0.4657480077765282 0.4363994646005813 0.41557634183253134 0.4657480077765282 0.3862277986565844 0.31084485349081276 
217	0.327299598450436 0.27405350691640085 0.3116822563743985 0.34931100583239616 0.23642475745840322 0.18275619834294551 0.327299598450436 0.11349966518583596 
218	0.5236793575206976 0.4986916101990376 0.37301382418897533 0.29240991734871286 0.39631493800326273 
219	0.30589650469768936 0.1446760960009572 0.3740566839433554 0.2504421945001349 0.29935972033187863 0.33105239884850096 0.399212578094167 
220	0.33605613271258755 0.4657480077765282 0.41557634183253134 0.4657480077765282 0.15133288691444793 0.41557634183253134 
221	0.28967084899243833 0.34931100583239616 0.28967084899243833 0.2619397552903938 0.2995685047483915 0.11349966518583596 0.327299598450436 0.27405350691640085 
